,F,I,H,H-tilde,H-tilde_std,N
CYB561D1,7.74137011413102e-06,-0.05000000000000071,5.271928094887363,5.221928094887362,0.05000000000004832,40
AMIGO1,1.3547397699729284e-06,0.0,2.807354922057604,2.807354922057604,0.0,7
GNAI3,9.599298941522465e-05,0.22639631335586508,7.92293657775066,8.149332891106525,0.00806728222117443,496
AMPD2,4.741589194905249e-05,0.41162641400801725,7.008077890334372,7.419704304342389,0.03473377552791011,245
GSTM4,5.9995618384515405e-06,0.19354838709677402,4.696131794257843,4.889680181354617,0.06451612903224915,31
GSTM2,1.3547397699729284e-06,0.0,2.807354922057604,2.807354922057604,0.0,7
GSTM1,7.741370114131019e-07,0.5,1.5,2.0,0.0,4
GSTM3,3.87068505706551e-06,0.04999999999999982,4.221928094887363,4.271928094887363,0.049999999999977264,20
AL450468.2,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
CSF1,1.7418082756794795e-06,0.22222222222222232,2.94770277922009,3.169925001442312,0.0,9
AHCYL1,5.5737864821743344e-05,0.21161036709943115,7.449795326256204,7.661405693355635,0.053590315001101785,288
STRIP1,1.722454850394152e-05,0.12932331465535896,6.234050565749241,6.3633738804046,0.06741573033709213,89
AL160006.1,1.3547397699729284e-06,-0.1428571428571428,2.807354922057604,2.6644977792004614,0.14285714285714216,7
KCNC4,2.322411034239306e-06,0.08333333333333348,3.4182958340544896,3.501629167387823,0.08333333333333452,12
RBM15-AS1,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
RBM15,1.0257315401223602e-05,0.08971485853138628,5.487262199805397,5.576977058336784,0.03773584905656047,53
SLC16A4,2.322411034239306e-06,0.3333333333333335,3.2516291673878226,3.584962500721156,0.0,12
AL355488.1,1.5482740228262038e-06,-0.125,3.0,2.875,0.125,8
LAMTOR5,0.00012386192182609632,0.11201963843410567,8.156859668520205,8.268879306954311,0.028550777341319927,640
AL365361.1,1.0644383906930151e-05,0.443752217392122,5.192152950677992,5.635905168070114,0.036363636363606504,55
KCNA3,2.12887678138603e-06,0.0,3.4594316186372973,3.4594316186372973,0.0,11
CD53,0.0002645613236504276,0.18621911327896612,8.491217285430931,8.677436398709897,0.012504840665813153,1367
AL360270.1,1.5482740228262038e-06,0.0,3.0,3.0,0.0,8
LRIF1,1.586980873396859e-05,0.16313955794002055,6.031272888738042,6.194412446678062,0.016798094525406617,82
AL360270.3,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
DRAM2,6.541457746440711e-05,0.20153973100163114,7.630188092063076,7.831727823064707,0.014645169423087316,338
CEPT1,2.709479539945857e-05,0.12725974307407562,6.7077148025974385,6.834974545671514,0.08002275698770323,140
AL355816.1,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
AL355816.2,5.806027585598265e-06,0.033333333333333215,4.773557262275185,4.806890595608518,0.03333333333338923,30
DENND2D,4.548054942051974e-05,0.1949423594527273,7.1742496338969195,7.369191993349647,0.0471591426306034,235
CHI3L2,1.5095671722555488e-05,0.8076117751242435,5.323944289891852,6.131556065016095,0.05128205128201389,78
PIFO,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
OVGP1,1.161205517119653e-06,0.0,2.584962500721156,2.584962500721156,0.0,6
WDR77,1.8192219768207896e-05,0.04917613030764123,6.235439915507425,6.284616045815066,0.049176130307627804,94
ATP5PB,0.00016372997791387107,0.2658890279023822,8.192190790351376,8.458079818253758,0.016514171696913445,846
C1orf162,0.00026398072089186777,0.5998605422868284,8.11565418492095,8.715514727207779,0.015512315458337486,1364
TMIGD3,9.676712642663775e-07,0.3999999999999999,1.9219280948873623,2.321928094887362,0.0,5
ADORA3,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
RAP1A,0.0001350869084915863,0.23577167757249384,8.062571704515644,8.298343382088138,0.04119010939331586,698
INKA2,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
DDX20,8.321972872690847e-06,-0.04651162790697683,5.333241498888144,5.286729870981167,0.046511627907015865,43
KCND3,9.676712642663775e-07,0.8,1.5219280948873621,2.321928094887362,0.0,5
CTTNBP2NL,2.5159452870925815e-06,0.30769230769230793,3.3927474104487843,3.700439718141092,0.0,13
WNT2B,9.676712642663775e-07,0.0,2.321928094887362,2.321928094887362,0.0,5
AL354760.1,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
ST7L,1.1224986665489978e-05,0.16818771555454237,5.638069141641995,5.806256857196537,0.017241379310432053,58
CAPZA1,0.0001474731006741959,0.3328841902480377,8.066946422837699,8.399830613085737,0.0018731974842661012,762
MOV10,1.0063781148370326e-05,0.0867264423909031,5.4790978911348045,5.565824333525708,0.019230769230607993,52
AL603832.1,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
RHOC,7.857490665842985e-05,1.5139133370618012,6.398631944125794,7.912545281187596,0.039989290052712505,406
PPM1J,1.935342528532755e-06,1.2754887502163466,2.0464393446710156,3.321928094887362,0.0,10
AL603832.2,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
LINC01356,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
SLC16A1,1.1418520918343254e-05,0.13783612293635894,5.6197655069156225,5.757601629851981,0.09114311442514368,59
SLC16A1-AS1,1.6063342986821865e-05,0.7022194278933043,5.516193497429524,6.218412925322828,0.012048192770941416,83
AL357055.3,9.676712642663775e-07,0.0,2.321928094887362,2.321928094887362,0.0,5
LRIG2,1.4515068963995661e-05,0.10666666666666647,6.0154853571625475,6.122152023829214,0.0,75
MAGI3,2.7094795399458568e-06,0.1428571428571428,3.6644977792004614,3.807354922057604,0.0,14
PHTF1,1.2773260688316182e-05,0.22927774626129072,5.627579346565621,5.856857092826912,0.005718844713506991,66
RSBN1,3.773917930638872e-05,0.024962403829512425,7.171332621397539,7.196295025227052,0.0224484294926238,195
PTPN22,3.1546083215083905e-05,0.1347829280588888,6.894500546762932,7.0292834748218205,0.08407947709881061,163
AP4B1-AS1,5.806027585598265e-07,0.6666666666666666,0.9182958340544894,1.584962500721156,0.0,3
BCL2L15,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
AP4B1,9.676712642663775e-06,0.08000000000000007,5.363856189774724,5.443856189774724,0.07999999999999559,50
DCLRE1B,3.0965480456524077e-06,-0.0625,4.0,3.9375,0.0625,16
HIPK1-AS1,1.0837918159783427e-05,0.294817410791552,5.387537511266052,5.682354922057604,0.017857142857240303,56
HIPK1,5.941501562595557e-05,0.1665127540024871,7.533469957718543,7.69998271172103,0.015488232906088348,307
OLFML3,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
TRIM33,5.438312505177041e-05,0.06098173961172826,7.466050741829022,7.5270324814407505,0.006795418956449398,281
BCAS2,5.84473443616892e-05,0.06955839150388243,7.61692182373219,7.686480215236072,0.005372702810577277,302
DENND2C,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
NRAS,1.7805151262501344e-05,-0.019074864153950877,6.349648912578752,6.330574048424801,0.019074864153903612,92
CSDE1,0.00022933808963113145,0.1538937994843863,8.45884711621662,8.612740915701007,0.012477003694272976,1185
SIKE1,2.438531585951271e-05,0.08924692458600436,6.6220824036414765,6.711329328227481,0.06349206349211844,126
TSPAN2,5.031890574185163e-06,0.5234477105552617,4.17699200758583,4.700439718141092,0.0,26
VANGL1,1.161205517119653e-06,0.6666666666666665,1.9182958340544896,2.584962500721156,0.0,6
SLC22A15,7.547835861277744e-06,0.10256410256410309,5.080274013734043,5.1828381162981465,0.0,39
MAB21L3,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
ATP1A1,0.00016043989561536539,0.20845588027613537,8.211730698826893,8.420186579103028,0.024146522257481172,829
AL390066.1,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
CD58,2.6320658388045467e-05,0.13610128679652078,6.6682014441278845,6.804302730924405,0.042315349280733446,136
IGSF3,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
CD2,6.599518022296694e-05,0.4971790145285553,7.21933229069932,7.7165113052278755,0.06496152862738035,341
PTGFRN,1.161205517119653e-06,0.3333333333333335,2.2516291673878226,2.584962500721156,0.0,6
CD101,1.0063781148370326e-05,0.26923076923076916,5.315824333525707,5.585055102756476,0.03846153846158547,52
TTF2,1.1031452412636703e-05,-0.13605065793269233,5.692539136971758,5.556488479039066,0.05263157894740825,57
TRIM45,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
AL358072.1,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
MAN1A2,4.7028823443345944e-05,0.07907296202236846,7.344324231894005,7.423397193916373,0.040349054474123416,243
AL157902.1,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
TENT5C,3.2513754479350285e-05,0.4848031338975636,6.581966437734608,7.066769571632172,0.045075139963357026,168
GDAP2,1.7805151262501344e-05,0.06111474183606802,6.284431521274405,6.345546263110473,0.025841779902864067,92
WDR3,1.1224986665489978e-05,0.027975107739970362,5.6855672020241235,5.713542309764094,0.006507650880288756,58
SPAG17,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
WARS2,5.9995618384515405e-06,-0.032258064516129004,4.825164052322359,4.79290598780623,0.03225806451616588,31
AL359915.2,3.483616551358959e-06,0.05555555555555536,4.058813890331201,4.114369445886757,0.055555555555545685,18
ZNF697,2.322411034239306e-06,0.16666666666666652,3.4182958340544896,3.584962500721156,0.0,12
PHGDH,3.87068505706551e-06,0.018872187554086928,4.0841837197791895,4.103055907333276,0.018872187554013965,20
REG4,1.5482740228262038e-06,0.75,2.25,3.0,0.0,8
NOTCH2,7.315594757853814e-05,0.46831025048636654,7.3913066613622345,7.859616911848601,0.035709606378901415,378
SEC22B,4.0448658846334575e-05,0.1323524223264405,7.128131141526042,7.260483563852483,0.03773788878184981,209
NBPF26,7.74137011413102e-06,-8.881784197001252e-16,5.221928094887363,5.221928094887362,0.05000000000004832,40
LINC00623,2.961074068655115e-05,0.019607843137254832,6.902716845918205,6.9223246890554595,0.042547549048002904,153
FCGR1B,9.096109884103948e-06,0.2047352393386861,5.2567165112521055,5.461451750590792,0.09313710108687207,47
FAM72B,5.806027585598265e-07,0.6666666666666666,0.9182958340544894,1.584962500721156,0.0,3
SRGAP2C,2.6901261146605292e-05,0.18967286314100917,6.6108174001832865,6.800490263324296,0.008957643869459206,139
AL592494.3,1.7418082756794795e-06,0.0,3.169925001442312,3.169925001442312,0.0,9
AC239800.2,7.741370114131019e-07,0.0,2.0,2.0,0.0,4
AC239800.3,1.1999123676903081e-05,0.12112540329559618,5.671780584510634,5.79290598780623,0.0,62
FAM72C,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
AC245595.1,2.7094795399458568e-06,-0.07142857142857162,3.807354922057604,3.7359263506290326,0.07142857142858818,14
AC246785.3,1.7418082756794795e-06,0.22222222222222232,2.94770277922009,3.169925001442312,0.0,9
NBPF15,5.612493332744989e-06,0.0344827586206895,4.789015477886193,4.823498236506882,0.03448275862065805,29
FP700111.1,3.8706850570655096e-07,1.0,0.0,1.0,0.0,2
SRGAP2B,2.0127562296740652e-05,0.2031954928196651,6.28207649694564,6.485271989765305,0.04209080529892812,104
FAM72D,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
AC245014.3,6.309216643016781e-05,0.49989680119096125,7.166185360766111,7.666082161957072,0.03650348015306212,326
NBPF20,3.483616551358959e-06,0.0,4.058813890331201,4.058813890331201,0.0,18
GPR89A,7.547835861277744e-06,-0.07692307692307665,5.285402218862249,5.208479141939172,0.07692307692305547,39
CD160,9.87024689551705e-06,1.7510541671332973,3.8625476454264334,5.613601812559731,0.01960784313729217,51
RNF115,4.644822068478612e-05,0.07929622417419147,7.352479553833678,7.43177577800787,0.011014492662387654,240
POLR3C,1.1999123676903081e-05,0.05447489921099624,5.683956189384238,5.7384310885952345,0.054474899210996325,62
NUDT17,1.935342528532755e-06,0.6754887502163469,2.6464393446710153,3.321928094887362,0.0,10
PIAS3,5.225424827038438e-06,0.0,4.754887502163468,4.754887502163468,0.0,27
ANKRD35,1.7418082756794795e-06,0.0,3.169925001442312,3.169925001442312,0.0,9
ITGA10,1.7418082756794795e-06,0.11111111111111116,2.94770277922009,3.058813890331201,0.11111111111111535,9
PEX11B,1.161205517119653e-05,0.06887218755408586,5.681727678869737,5.750599866423823,0.1229573958513749,60
RBM8A,0.00013992526481291818,0.06843143831512144,8.331823627592998,8.40025506590812,0.008253850923613089,723
LIX1L-AS1,1.3547397699729284e-06,-0.1428571428571428,2.807354922057604,2.6644977792004614,0.14285714285714216,7
LIX1L,1.877282252676772e-05,0.08500115977151079,6.254451244204376,6.339452403975887,0.0025269329674346298,97
ANKRD34A,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
AC243547.2,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
POLR3GL,5.5931399074596615e-05,-0.027351853658575287,7.627161798335287,7.599809944676712,0.020085883173901583,289
TXNIP,0.0010913396518396205,0.16643786899882684,8.795361085699199,8.961798954698025,2.5843133305587163e-05,5639
NBPF10,1.1999123676903081e-05,0.15733689519618466,5.683956189384238,5.841293084580423,0.016129032258220606,62
NOTCH2NL,7.3543016084244685e-06,-0.11519588818636173,5.195295934496217,5.080100046309855,0.009932730291712127,38
AC239799.2,9.676712642663775e-07,0.0,2.321928094887362,2.321928094887362,0.0,5
NBPF12,1.1031452412636703e-05,-0.006621820194416372,5.657451417673514,5.650829597479097,0.041709539492621114,57
PRKAB2,1.161205517119653e-05,0.15220552088742068,5.6150610122030695,5.76726653309049,0.027042604148548754,60
AC242426.2,2.322411034239306e-06,0.0,3.584962500721156,3.584962500721156,0.0,12
FMO5,3.6771508042122342e-06,0.05263157894736903,4.142664355548848,4.195295934496217,0.052631578947340746,19
CHD1L,1.6063342986821865e-05,-0.02864390061544242,6.149076931320859,6.120433030705416,0.13412447293066862,83
BCL9,1.7418082756794795e-06,0.0,3.169925001442312,3.169925001442312,0.0,9
ACP6,3.0965480456524077e-06,-0.0625,4.0,3.9375,0.0625,16
GPR89B,4.25775356277206e-06,0.09090909090909083,4.3685225277282065,4.459431618637297,0.0,22
AC239803.3,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
NBPF11,8.321972872690847e-06,0.08732296516659233,5.26917434767504,5.356497312841633,0.023255813953546124,43
AC245100.1,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
PPIAL4G,2.5159452870925815e-06,0.3657605770894974,3.334679141051595,3.700439718141092,0.0,13
NBPF14,4.083572735204113e-05,0.15759121673937848,7.061580157920117,7.219171374659496,0.1013148992942356,211
NUDT4B,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
PDE4DIP,1.3353863446876009e-05,0.10691947465335794,5.865700000225075,5.972619474878433,0.0489484601606555,69
NBPF9,1.8966356779620998e-05,0.14285714285714235,6.280476298174765,6.423333441031907,0.0,98
AC245297.3,9.192877010530585e-05,0.045288932894802514,7.995204738231671,8.040493671126473,0.02251913719963506,475
AC245297.2,1.161205517119653e-06,0.0,2.584962500721156,2.584962500721156,0.0,6
NBPF19,6.676931723438004e-05,0.25053940225229976,7.558434128462275,7.8089735307145745,0.0015150457326768589,345
FCGR1A,2.1675836319566854e-05,0.420998939838384,6.141914520155989,6.562913459994373,0.030155747777560415,112
HIST2H2BF,5.225424827038438e-06,0.0740740740740744,4.680813428089394,4.754887502163468,0.0,27
AC243772.2,1.3547397699729284e-06,0.5714285714285716,2.2359263506290326,2.807354922057604,0.0,7
HIST2H4A,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
HIST2H2AA3,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
AC239868.3,2.7094795399458568e-06,0.0,3.807354922057604,3.807354922057604,0.0,14
HIST2H2AA4,9.676712642663775e-07,0.0,2.321928094887362,2.321928094887362,0.0,5
HIST2H4B,9.676712642663775e-07,0.0,2.321928094887362,2.321928094887362,0.0,5
AC239868.2,1.161205517119653e-06,0.0,2.584962500721156,2.584962500721156,0.0,6
HIST2H2BE,7.934904366984295e-06,0.0,5.259991029008328,5.259991029008328,0.048780487804876295,41
HIST2H2AC,2.477238436521926e-05,0.22185151374793488,6.579887206946739,6.801738720694674,0.026386279305249654,128
HIST2H2AB,2.12887678138603e-06,0.0,3.4594316186372973,3.4594316186372973,0.0,11
BOLA1,6.967233102717918e-06,0.07284878469217393,5.003258334775645,5.076107119467819,0.038262326419021574,36
SV2A,7.741370114131019e-07,0.0,2.0,2.0,0.0,4
SF3B4,3.6190905283562514e-05,0.11649099308902855,7.007131374488987,7.123622367578015,0.056805113630603865,187
MTMR11,2.883660367513805e-05,0.5076229846796183,6.3633091682965786,6.870932152976197,0.04280163591346347,149
OTUD7B,2.322411034239306e-06,0.0,3.584962500721156,3.584962500721156,0.0,12
VPS45,1.3547397699729285e-05,0.1250698214594781,5.8327846240569166,5.957854445516395,0.02857142857140543,70
PLEKHO1,0.00013605457975585268,0.48781942756119623,7.85744743272651,8.345266860287706,0.002902520624321618,703
ANP32E,5.535079631603679e-05,0.18111377166751552,7.412801375379475,7.5939151470469906,0.02115361096156879,286
AC242988.1,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
CA14,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
APH1A,7.547835861277744e-05,0.247245953756976,7.751935474083083,7.999181427840059,0.018949639809318273,390
C1orf54,7.3543016084244685e-06,0.36842105263157876,4.8795064608120065,5.247927513443585,0.0,38
MRPS21,0.00010199255125367618,0.03536059032689032,8.147460083622544,8.182820673949434,0.00885756699501302,527
PRPF3,1.8192219768207896e-05,-0.014653656926401304,6.3843760857201906,6.369722428793789,0.006622938818075149,94
RPRD2,2.8062466663724946e-05,-0.1457402155396217,6.954013314137945,6.808273098598323,0.03877624999245542,145
TARS2,9.096109884103948e-06,-0.029307313852803496,5.4694824686989145,5.440175154846111,0.07186050534217679,47
ECM1,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
FALEC,1.3547397699729284e-06,0.2857142857142856,2.5216406363433186,2.807354922057604,0.0,7
ADAMTSL4,1.799868551535462e-05,0.3855349781964872,5.94120568772699,6.326740665923477,0.06188051077603954,93
MCL1,0.0006632418845281751,0.46246554918271165,8.420825880740326,8.883291429923037,0.032650164309463936,3427
ENSA,9.773479769090412e-05,0.04919659135855081,7.999369114240465,8.048565705599016,0.03603635437404238,505
GOLPH3L,5.4189590798917135e-06,0.10714285714285676,4.593069207771889,4.700212064914746,0.03571428571438113,28
HORMAD1,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
CTSS,0.0016280101350017533,1.0639259661661136,7.9221507343766415,8.986076700542755,0.00499195602855945,8412
CTSK,3.483616551358959e-06,0.3333333333333335,3.8365916681089787,4.169925001442312,0.0,18
ARNT,1.8966356779620998e-05,0.09318705360454338,6.313589691009831,6.406776744614374,0.024259630113035828,98
SETDB1,1.3934466205435836e-05,0.16666666666666696,5.8921472236645345,6.058813890331201,0.027777777777660932,72
CERS2,5.167364551182455e-05,0.17421876119288182,7.390535059002578,7.56475382019546,0.006076989695192016,267
ANXA9,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
MINDY1,5.225424827038438e-06,0.0740740740740744,4.680813428089394,4.754887502163468,0.0,27
PRUNE1,6.193096091304815e-06,0.113204882778696,4.75,4.863204882778696,0.07429511722129756,32
BNIPL,7.741370114131019e-07,0.0,2.0,2.0,0.0,4
C1orf56,4.9157700224731975e-05,0.17622646352888083,7.321664300935308,7.497890764464189,0.03989106792612794,254
CDC42SE1,0.00010644383906930152,0.01702517391808911,8.118254853410654,8.135280027328744,0.05943618572760306,550
MLLT11,1.2773260688316182e-05,-0.03602187501638987,5.892878967843302,5.856857092826912,0.09662793562245793,66
GABPB2,2.438531585951271e-05,0.2729639379530573,6.425487959727453,6.69845189768051,0.07247881947022272,126
SEMA6C,7.741370114131019e-07,0.0,2.0,2.0,0.0,4
TNFAIP8L2,3.909391907636165e-05,0.2172634591851912,7.039925081813275,7.257188540998466,0.008032456677494222,202
SCNM1,4.006159034062803e-05,0.08917798197715943,7.146220230373024,7.235398212350184,0.012365737871573804,207
LYSMD1,9.676712642663775e-07,0.0,2.321928094887362,2.321928094887362,0.0,5
TMOD4,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
VPS72,1.6256877239675142e-05,0.0,6.2166640001339575,6.2166640001339575,0.023809523809371888,84
PIP5K1A,1.5676274481115314e-05,0.2532070988188515,5.975531792954662,6.228738891773514,0.037037037036934534,81
PSMD4,7.722016688845692e-05,0.06729819612997545,7.857560225838435,7.924858421968411,0.03815051043932721,399
AL391069.2,2.5159452870925815e-06,0.0,3.700439718141092,3.700439718141092,0.0,13
ZNF687,8.51550712554412e-06,-0.03130553979731232,5.3685225277282065,5.337216987930894,0.0313055397973494,44
PI4KB,3.5803836777855966e-05,-0.03919863098383214,7.148922609153266,7.109723978169434,0.007985455248940372,185
RFX5,1.8385754021061173e-05,0.21675972128965437,6.088019424006554,6.304779145296209,0.04660396301206492,95
AL391069.3,1.935342528532755e-06,0.0,3.321928094887362,3.321928094887362,0.0,10
SELENBP1,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
PSMB4,0.00010741151033356789,0.1984095496431042,7.971329255017526,8.16973880466063,0.03941810260101659,555
POGZ,3.406202850217648e-05,0.04052460939343838,7.044547811769946,7.085072421163384,0.08597915484798474,176
TUFT1,1.161205517119653e-06,0.0,2.584962500721156,2.584962500721156,0.0,6
SNX27,6.715638574008659e-05,0.3492666641401865,7.423068519784138,7.772335183924325,0.048578778181654736,347
AL589765.1,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
MRPL9,2.825600091657822e-05,-0.01404063517160914,6.864415141042162,6.850374505870553,0.013356625102422947,146
OAZ3,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
TDRKH,1.7418082756794795e-06,-0.11111111111111116,3.169925001442312,3.058813890331201,0.11111111111111535,9
TDRKH-AS1,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
RORC,1.935342528532755e-06,0.0,3.321928094887362,3.321928094887362,0.0,10
C2CD4D,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
AL450992.2,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
THEM5,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
THEM4,2.090169930815375e-05,-0.025508217612625117,6.488638543810103,6.4631303261974775,0.006989699094537324,108
S100A10,0.0007389137773938058,0.7884772033120342,8.119932960726398,8.908410164038433,0.015527140959573334,3818
S100A11,0.0007867167378485648,0.9360480807767217,7.997937127109255,8.933985207885977,0.0034937363852167143,4065
TCHH,3.8706850570655096e-07,1.0,0.0,1.0,0.0,2
AL589986.2,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
IVL,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
S100A9,0.009257130382477873,1.7146214986460606,7.34050777088609,9.05512926953215,0.006032354967902072,47832
S100A12,0.0007886520803770976,1.6987387514524244,7.238824692554942,8.937563444007367,0.009704182990762167,4075
S100A8,0.006209352968544491,1.706162367714378,7.338796450129155,9.044958817843533,0.0021442550092398683,32084
S100A6,0.0022446102645922892,0.7648749140360369,8.242704322721282,9.00757923675732,0.000696047678443243,11598
S100A5,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
S100A4,0.0025306538903094302,0.6973659771641803,8.328320577920325,9.025686555084505,0.004108910514883169,13076
S100A2,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
S100A13,1.5482740228262038e-06,0.0,3.0,3.0,0.0,8
AL162258.2,1.7418082756794795e-06,0.0,3.169925001442312,3.169925001442312,0.0,9
CHTOP,3.851331631780182e-05,0.041781885635906235,7.1396705854201254,7.181452471056032,0.014094574056464792,199
SNAPIN,2.6320658388045467e-05,0.13970588235294112,6.649890966218523,6.789596848571464,0.012903584574753567,136
ILF2,7.547835861277744e-05,0.04259416290043916,7.8303786392842145,7.872972802184654,0.027787912872654506,390
INTS3,1.9934028043887375e-05,0.054587924746779315,6.3490744349292045,6.403662359675984,0.003664502438459706,103
SLC27A3,3.735211080068217e-05,0.38266711384597585,6.857357021822862,7.240024135668838,0.0012700129408522332,193
GATAD2B,3.657797378926907e-05,0.017434101761330645,7.164785199465709,7.18221930122704,0.06375625785740459,189
AL358472.5,1.3547397699729284e-06,0.2857142857142856,2.5216406363433186,2.807354922057604,0.0,7
DENND4B,4.102926160489441e-05,0.11825227709296549,7.154105640922895,7.27235791801586,0.01910345629765063,212
CRTC2,2.361117884809961e-05,0.03077776641117591,6.639673608019224,6.6704513744303995,0.04717120903410894,122
SLC39A1,2.8062466663724946e-05,0.20534094835046446,6.734879262339205,6.940220210689669,0.08796474139422024,145
AL358472.4,3.2900822985056833e-06,0.11764705882352944,3.9698157824268097,4.087462841250339,0.0,17
AL358472.3,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
CREB3L4,6.193096091304815e-06,0.136795117221304,4.726409765557392,4.863204882778696,0.07429511722129756,32
JTB,0.00016295584090245796,-0.0037115022259897046,8.407757618689931,8.404046116463942,0.0005448028997071493,842
AL358472.2,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
RAB13,7.74137011413102e-06,0.31887218755408675,4.953055907333276,5.271928094887363,0.0,40
RPS27,0.006683511888035016,0.22341671241294492,8.812626238435639,9.036042950848584,0.002675464699591952,34534
NUP210L,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
TPM3,0.0004104861503017973,0.316812724137435,8.489403600320848,8.806216324458283,0.011470073877694553,2121
C1orf43,8.225205746264208e-05,0.19701862934343506,7.794952084281704,7.991970713625139,0.03324428806901521,425
UBAP2L,3.425556275502976e-05,0.03183882499095869,7.040996651753467,7.072835476744426,0.011299435028287948,177
HAX1,5.8060275855982645e-05,0.06125814583693856,7.596989107090432,7.658247252927371,0.04377443751088667,300
AQP10,1.161205517119653e-06,0.3333333333333335,2.2516291673878226,2.584962500721156,0.0,6
ATP8B2,1.6063342986821865e-05,0.06478847892869499,6.091789130089974,6.156577609018669,0.007500677698312562,83
IL6R-AS1,7.741370114131019e-07,0.5,1.5,2.0,0.0,4
IL6R,8.728394803682725e-05,0.3608746043925395,7.651278226715681,8.01215283110822,0.0042278686533956215,451
SHE,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
AL162591.2,3.8706850570655096e-07,0.0,1.0,1.0,0.0,2
UBE2Q1,3.8900384823508376e-05,0.20478238536681648,7.0929382112416945,7.297720596608511,0.041117723912799234,201
AL592078.1,1.9353425285327548e-07,0.0,0.0,0.0,0.0,1
ADAR,0.00010121841424226308,-0.011609745848145892,8.072760211787015,8.06115046593887,0.017833324463831183,523
KCNN3,5.806027585598265e-07,0.0,1.584962500721156,1.584962500721156,0.0,3
PMVK,3.290082298505683e-05,0.05005750002545284,6.966542627225088,7.016600127250541,0.010322867659197134,170
AL451085.1,4.25775356277206e-06,0.18181818181818166,4.277613436819116,4.459431618637297,0.0,22
PBXIP1,5.418959079891714e-05,0.2720044980668934,7.349569534963533,7.621574033030426,0.07149839288807898,280
PYGO2,1.0257315401223602e-05,0.07084693400308417,5.562733897918605,5.633580831921689,0.018867924528374384,53
AL451085.2,5.4189590798917135e-06,-0.03571428571428559,4.807354922057604,4.771640636343318,0.03571428571428165,28
SHC1,2.438531585951271e-05,-0.03174603174603163,6.673592125829358,6.641846094083326,0.03174603174611518,126
CKS1B,1.586980873396859e-05,0.2761232470435626,5.93048432158572,6.206607568629282,0.07777370428148404,82
FLAD1,1.6450411492528416e-05,0.09123397061368799,6.212274612582838,6.303508583196526,0.011764705882471936,85
ZBTB7B,3.4836165513589586e-05,0.2641039067211777,6.883931307634005,7.148035214355183,0.061846284740188,180
