,F,I,H,H-tilde,H-tilde_std,N
GPAM,2.13E-06,-0.027272727,3.459431619,3.432158891,0.069828598,11
AC114490.3,2.13E-06,-0.027272727,3.459431619,3.432158891,0.074412298,11
ZSCAN12,2.13E-06,-0.027272727,3.459431619,3.432158891,0.069828598,11
S1PR2,2.13E-06,-0.027272727,3.459431619,3.432158891,0.069828598,11
AC020909.2,2.32E-06,-0.02729574,3.584962501,3.557666761,0.068657831,12
SRRM2-AS1,2.32E-06,-0.02729574,3.584962501,3.557666761,0.068657831,12
FKBP8,0.000139732,-0.027311461,8.369639326,8.342327865,0.037736301,722
FASN,6.39E-06,-0.027352928,4.983788059,4.956435131,0.071860349,33
AMPD3,6.58E-06,-0.027436533,5.028639312,5.001202779,0.070049614,34
AL360270.1,1.55E-06,-0.0275,3,2.9725,0.078222439,8
LIPT2,1.55E-06,-0.0275,3,2.9725,0.085841424,8
CAPN3,1.55E-06,-0.0275,3,2.9725,0.078222439,8
CCDC180,1.55E-06,-0.0275,3,2.9725,0.078222439,8
SAP25,2.94E-05,-0.027504309,6.940329569,6.91282526,0.060591579,152
BUB3,6.21E-05,-0.027552735,7.730406707,7.702853972,0.051148997,321
KATNB1,6.97E-06,-0.027578948,5.114369446,5.086790498,0.068194794,36
SMIM29,2.17E-05,-0.027620087,6.604186284,6.576566196,0.059818943,112
NDUFAF6,9.87E-06,-0.027658559,5.593993969,5.566335411,0.068583453,51
ACD,1.28E-05,-0.027673731,5.923181998,5.895508267,0.06501033,66
N6AMT1,2.71E-06,-0.027682063,3.807354922,3.77967286,0.062101605,14
MRPL38,2.52E-06,-0.027692308,3.700439718,3.67274741,0.066635101,13
NANP,2.52E-06,-0.027692308,3.700439718,3.67274741,0.059105762,13
ANKRD6,2.52E-06,-0.027692308,3.700439718,3.67274741,0.062983045,13
OR2A25,2.52E-06,-0.027692308,3.700439718,3.67274741,0.062983045,13
AURKA,2.52E-06,-0.027692308,3.700439718,3.67274741,0.059105762,13
THOC2,7.61E-05,-0.027697845,7.922232894,7.894535049,0.047296565,393
POLR2I,5.44E-05,-0.027837147,7.608985963,7.581148815,0.054462782,281
ZNF568,7.16E-06,-0.027843122,5.155399312,5.12755619,0.062005952,37
NCK2,5.13E-05,-0.027864297,7.551587795,7.523723498,0.050827743,265
THOP1,7.16E-06,-0.027914652,5.155399312,5.12748466,0.072762675,37
PHETA2,1.16E-06,-0.027924813,2.584962501,2.557037688,0.110304745,6
LMBR1L,3.52E-05,-0.027938898,7.154692099,7.126753201,0.061623463,182
LINC01136,2.13E-06,-0.027958989,3.459431619,3.43147263,0.073377955,11
ZNF81,2.13E-06,-0.027958989,3.459431619,3.43147263,0.077752693,11
TCAF2,2.13E-06,-0.027958989,3.459431619,3.43147263,0.077752693,11
CCDC134,2.13E-06,-0.027958989,3.459431619,3.43147263,0.073377955,11
KCNAB3,2.13E-06,-0.027958989,3.459431619,3.43147263,0.073377955,11
ZNF708,1.26E-05,-0.027964006,5.89929089,5.871326884,0.06870067,65
ZNF460,3.10E-06,-0.027971805,4,3.972028195,0.059483111,16
ABCD1,1.37E-05,-0.027983905,6.008902049,5.980918144,0.065781368,71
GCDH,1.92E-05,-0.027987975,6.447538438,6.419550463,0.060137964,99
MRPL40,3.48E-05,-0.027997411,7.137550666,7.109553254,0.053667409,180
TJP3,1.94E-06,-0.028,3.321928095,3.293928095,0.074939976,10
SAMD12,1.94E-06,-0.028,3.321928095,3.293928095,0.069397406,10
EEF1AKMT3,1.94E-06,-0.028,3.321928095,3.293928095,0.074939976,10
LINC01465,1.94E-06,-0.028,3.321928095,3.293928095,0.074939976,10
CDC7,1.94E-06,-0.028,3.321928095,3.293928095,0.069397406,10
VSIG10,1.94E-06,-0.028,3.321928095,3.293928095,0.074939976,10
ALS2,2.90E-06,-0.028,3.906890596,3.878890596,0.057488163,15
PDGFB,9.68E-07,-0.028,2.321928095,2.293928095,0.102058807,5
PHF13,2.90E-06,-0.028,3.906890596,3.878890596,0.063371918,15
CCDC65,2.71E-06,-0.028221268,3.807354922,3.779133654,0.067615241,14
KIAA0391,2.52E-06,-0.02827299,3.700439718,3.672166728,0.072609736,13
PHF5A,2.44E-05,-0.028273259,6.727202344,6.698929085,0.058823431,126
ZC3H10,8.90E-06,-0.02827787,5.436605434,5.408327565,0.079021978,46
HP1BP3,0.000111476,-0.028309561,8.217156437,8.188846876,0.047750822,576
ADGRA2,2.32E-06,-0.028333333,3.584962501,3.556629167,0.062605467,12
AC093525.7,2.32E-06,-0.028333333,3.584962501,3.556629167,0.066895441,12
LINC02328,2.32E-06,-0.028333333,3.584962501,3.556629167,0.070926409,12
BRD3,4.26E-05,-0.028335954,7.348249657,7.319913702,0.054040525,220
GPT2,1.74E-06,-0.028344194,3.169925001,3.141580807,0.105251008,9
TFCP2,2.19E-05,-0.028378455,6.590090467,6.561712011,0.078397617,113
GIN1,7.16E-06,-0.028383662,5.155399312,5.127015649,0.05439925,37
VAC14,1.28E-05,-0.028434269,5.923181998,5.894747729,0.070199199,66
ELMO2,1.12E-05,-0.028471871,5.754532719,5.726060849,0.076513157,58
KHK,2.90E-06,-0.028503258,3.906890596,3.878387337,0.062655726,15
LINC00921,2.90E-06,-0.028503258,3.906890596,3.878387337,0.059751021,15
AC120053.1,1.35E-06,-0.028571429,2.807354922,2.778783493,0.094760708,7
MEF2C-AS1,1.35E-06,-0.028571429,2.807354922,2.778783493,0.085714286,7
GPX3,1.35E-06,-0.028571429,2.807354922,2.778783493,0.085714286,7
AC123777.1,1.35E-06,-0.028571429,2.807354922,2.778783493,0.085714286,7
LINC01238,1.35E-06,-0.028571429,2.807354922,2.778783493,0.085714286,7
AC245595.1,2.71E-06,-0.028571429,3.807354922,3.778783493,0.060609153,14
ZC4H2,2.71E-06,-0.028571429,3.807354922,3.778783493,0.060609153,14
PAXBP1-AS1,2.71E-06,-0.028571429,3.807354922,3.778783493,0.063887657,14
DNLZ,2.71E-06,-0.028571429,3.807354922,3.778783493,0.060609153,14
LMNTD2,2.71E-06,-0.028571429,3.807354922,3.778783493,0.060609153,14
ITFG2-AS1,2.71E-06,-0.028571429,3.807354922,3.778783493,0.067005939,14
AC087164.1,2.71E-06,-0.028571429,3.807354922,3.778783493,0.057142857,14
SBF1,2.30E-05,-0.028601241,6.663643183,6.635041942,0.071209673,119
AC008079.2,3.29E-06,-0.028679346,4.087462841,4.058783496,0.057285349,17
LRR1,9.29E-06,-0.028711154,5.501629167,5.472918014,0.067484785,48
GPS2,2.61E-05,-0.028716863,6.811819764,6.783102901,0.067580392,135
MFSD9,3.10E-06,-0.02875,4,3.97125,0.063381287,16
ZGLP1,3.10E-06,-0.02875,4,3.97125,0.060866144,16
DPH2,1.06E-05,-0.028814878,5.672268804,5.643453927,0.070654876,55
AGAP5,3.48E-06,-0.028888889,4.169925001,4.141036113,0.06210306,18
AC012358.3,1.74E-06,-0.028888889,3.169925001,3.141036113,0.074734097,9
AC016575.1,1.74E-06,-0.028888889,3.169925001,3.141036113,0.074734097,9
AC022167.2,1.74E-06,-0.028888889,3.169925001,3.141036113,0.08107305,9
ZNF235,1.74E-06,-0.028888889,3.169925001,3.141036113,0.08107305,9
HNRNPH1,0.000288947,-0.02890103,8.718664835,8.689763805,0.03232794,1493
GLI4,1.59E-05,-0.028960941,6.211210541,6.182249601,0.060145959,82
NCAPD3,6.97E-06,-0.028962406,5.114369446,5.08540704,0.066619999,36
STPG1,2.32E-06,-0.028962406,3.584962501,3.556000094,0.069985084,12
C17orf51,2.32E-06,-0.028962406,3.584962501,3.556000094,0.069985084,12
ZNF257,2.32E-06,-0.028962406,3.584962501,3.556000094,0.073847597,12
TGIF2,1.59E-05,-0.029035467,6.202004596,6.172969129,0.072127326,82
SLC35D1,6.97E-06,-0.029035924,5.114369446,5.085333522,0.064090914,36
LATS1,1.86E-05,-0.029051817,6.402569011,6.373517194,0.05785926,96
GMEB2,6.77E-06,-0.029078411,5.07214016,5.043061749,0.077275205,35
ZBTB22,7.35E-06,-0.029086664,5.195295934,5.16620927,0.065080587,38
MED22,1.24E-05,-0.029086938,5.875,5.845913062,0.063078256,64
PFN2,2.13E-06,-0.029090909,3.459431619,3.43034071,0.080165119,11
NAP1L2,2.13E-06,-0.029090909,3.459431619,3.43034071,0.07144321,11
TIGD2,2.13E-06,-0.029090909,3.459431619,3.43034071,0.07144321,11
RWDD2A,2.13E-06,-0.029090909,3.459431619,3.43034071,0.080165119,11
PCOLCE,2.13E-06,-0.029090909,3.459431619,3.43034071,0.080165119,11
LY6G5C,2.13E-06,-0.029090909,3.459431619,3.43034071,0.066655646,11
LINC02207,2.13E-06,-0.029090909,3.459431619,3.43034071,0.066655646,11
LSM14A,7.95E-05,-0.02922177,7.94718705,7.917965279,0.054526816,411
ITFG2,2.48E-05,-0.029223386,6.753829883,6.724606497,0.06627082,128
FDXACB1,2.52E-06,-0.029230769,3.700439718,3.671208949,0.064155875,13
AC073508.3,2.52E-06,-0.029230769,3.700439718,3.671208949,0.071152807,13
KIAA1324,2.52E-06,-0.029230769,3.700439718,3.671208949,0.064155875,13
DUOX1,2.52E-06,-0.029230769,3.700439718,3.671208949,0.067744735,13
KHDRBS2,2.52E-06,-0.029230769,3.700439718,3.671208949,0.060353985,13
TUBGCP6,1.45E-05,-0.029272064,6.095485357,6.066213293,0.063795528,75
GIPC1,1.55E-05,-0.029337374,6.171928095,6.142590721,0.062133291,80
PLA2G4A,3.87E-06,-0.029377444,4.321928095,4.292550651,0.054792241,20
RPH3AL,3.29E-06,-0.029411765,4.087462841,4.058051077,0.060847532,17
VPS33B,7.35E-06,-0.029440606,5.195295934,5.165855328,0.060295576,38
HNRNPA1L2,3.68E-06,-0.029473684,4.247927513,4.218453829,0.055858944,19
ING4,2.63E-05,-0.029522678,6.806105029,6.776582351,0.067110659,136
SURF2,2.42E-05,-0.02961805,6.729706085,6.700088034,0.060346727,125
ARL14EP,3.02E-05,-0.029637762,6.985691402,6.95605364,0.059812793,156
STEAP1B,1.35E-06,-0.029649839,2.807354922,2.777705083,0.101319158,7
AC005921.2,6.77E-06,-0.029649839,5.07214016,5.042490321,0.073308623,35
KLC1,3.70E-05,-0.029734187,7.209551014,7.179816827,0.066135659,191
YTHDF3-AS1,2.52E-06,-0.029811452,3.700439718,3.670628266,0.079788753,13
UBR2,3.75E-05,-0.029851063,7.222159169,7.192308106,0.060757449,194
HEXIM2,3.29E-06,-0.029855816,4.087462841,4.057607025,0.055446713,17
IFT27,1.30E-05,-0.029913591,5.946686205,5.916772614,0.060965405,67
ASB6,9.68E-06,-0.029962708,5.56385619,5.533893482,0.065410454,50
MEGF6,3.48E-06,-0.03,4.169925001,4.139925001,0.05848921,18
SPATA7,1.94E-06,-0.03,3.321928095,3.291928095,0.071414284,10
TMEM86A,1.94E-06,-0.03,3.321928095,3.291928095,0.08660254,10
CACNB1,1.94E-06,-0.03,3.321928095,3.291928095,0.071414284,10
AC108673.2,1.94E-06,-0.03,3.321928095,3.291928095,0.071414284,10
TAF1A,3.48E-06,-0.03,4.169925001,4.139925001,0.056338921,18
CRYGS,1.16E-06,-0.03,2.584962501,2.554962501,0.09539392,6
LRRC56,1.16E-06,-0.03,2.584962501,2.554962501,0.09539392,6
AC090061.1,2.32E-06,-0.03,3.584962501,3.554962501,0.068231632,12
C19orf54,3.10E-06,-0.03,4,3.97,0.064031242,16
OTUD7B,2.32E-06,-0.03,3.584962501,3.554962501,0.068231632,12
SFXN2,3.10E-06,-0.03,4,3.97,0.058949131,16
CIB2,2.32E-06,-0.03,3.584962501,3.554962501,0.068231632,12
MEX3B,2.32E-06,-0.03,3.584962501,3.554962501,0.072188026,12
SLC47A1,7.74E-07,-0.03,2,1.97,0.118743421,4
THSD1,7.74E-07,-0.03,2,1.97,0.118743421,4
LINC00891,2.32E-06,-0.03,3.584962501,3.554962501,0.068231632,12
AC090739.1,2.32E-06,-0.03,3.584962501,3.554962501,0.064031242,12
C1orf198,1.55E-06,-0.03,3,2.97,0.081240384,8
AL160272.1,1.55E-06,-0.03,3,2.97,0.09539392,8
SARDH,1.55E-06,-0.03,3,2.97,0.081240384,8
PPL,1.55E-06,-0.03,3,2.97,0.088600226,8
AC026471.4,1.55E-06,-0.03,3,2.97,0.081240384,8
SIRPD,1.55E-06,-0.03,3,2.97,0.081240384,8
AGFG2,2.71E-06,-0.03,3.807354922,3.777354922,0.06159446,14
CTDP1,1.86E-05,-0.030038038,6.397462501,6.367424462,0.064429411,96
SIGMAR1,1.24E-05,-0.030148498,5.875,5.844851502,0.074661465,64
PIK3C3,2.44E-05,-0.030193257,6.733193515,6.703000258,0.062954679,126
BOLA3,1.84E-05,-0.030209933,6.380381924,6.350171992,0.064033436,95
UBXN2A,2.48E-05,-0.030219161,6.747932324,6.717713163,0.063935387,128
FAM208B,2.73E-05,-0.030449352,6.859340182,6.82889083,0.068503893,141
HIST1H2BJ,3.10E-06,-0.030471805,4,3.969528195,0.068133189,16
PLD6,2.71E-06,-0.030539205,3.807354922,3.776815717,0.064018951,14
ZFP82,2.90E-06,-0.030666667,3.906890596,3.876223929,0.062125321,15
LINC01089,1.28E-05,-0.030669858,5.923181998,5.89251214,0.06617416,66
CBX7,2.07E-05,-0.030721617,6.53585951,6.505137893,0.070948259,107
COMMD3,4.94E-05,-0.030734276,7.519613633,7.488879357,0.055762973,255
UCN,1.94E-06,-0.030754888,3.321928095,3.291173207,0.080715751,10
IP6K2,2.09E-05,-0.030762137,6.551183798,6.520421662,0.055533794,108
ABCB9,2.52E-06,-0.030769231,3.700439718,3.669670487,0.068802092,13
AC034111.1,2.52E-06,-0.030769231,3.700439718,3.669670487,0.065271395,13
NUDT8,2.52E-06,-0.030769231,3.700439718,3.669670487,0.061538462,13
SRR,2.52E-06,-0.030769231,3.700439718,3.669670487,0.061538462,13
AC048341.2,2.52E-06,-0.030769231,3.700439718,3.669670487,0.065271395,13
C17orf49,9.10E-06,-0.030815551,5.469482469,5.438666918,0.064562615,47
KLHL7,1.18E-05,-0.030875879,5.832376682,5.801500803,0.066748884,61
AC006369.1,2.13E-06,-0.030909091,3.459431619,3.428522528,0.068296873,11
AC024909.2,2.13E-06,-0.030909091,3.459431619,3.428522528,0.077374265,11
AC007878.1,2.13E-06,-0.030909091,3.459431619,3.428522528,0.068296873,11
LSM2,4.59E-05,-0.030914778,7.435645873,7.404731095,0.055272919,237
FAM83G,1.55E-06,-0.030943609,3,2.969056391,0.093942228,8
WDR27,3.87E-06,-0.031,4.321928095,4.290928095,0.056026779,20
TMEM68,9.48E-06,-0.031036367,5.533077191,5.502040824,0.06953704,49
AP001160.3,3.48E-06,-0.031111111,4.169925001,4.13881389,0.061020134,18
AC079174.2,1.74E-06,-0.031111111,3.169925001,3.13881389,0.077108229,9
MAP3K9,1.74E-06,-0.031111111,3.169925001,3.13881389,0.08326664,9
ZNF653,1.74E-06,-0.031111111,3.169925001,3.13881389,0.077108229,9
ZSWIM1,1.74E-06,-0.031111111,3.169925001,3.13881389,0.077108229,9
IFT80,7.16E-06,-0.031157895,5.155399312,5.124241416,0.062708448,37
AGBL5,2.90E-06,-0.031169925,3.906890596,3.875720671,0.061372727,15
MACROD1,2.90E-06,-0.031169925,3.906890596,3.875720671,0.07535643,15
ZNF14,2.90E-06,-0.031169925,3.906890596,3.875720671,0.077679773,15
SMYD5,3.10E-06,-0.03125,4,3.96875,0.0596212,16
AP003716.1,2.32E-06,-0.031258146,3.584962501,3.553704355,0.077794279,12
RABGEF1,1.28E-05,-0.031310095,5.923181998,5.891871903,0.062461193,66
C12orf10,3.62E-05,-0.031343718,7.179221265,7.147877546,0.070925503,187
SUSD4,2.52E-06,-0.031349913,3.700439718,3.669089805,0.078829791,13
AC097534.2,2.52E-06,-0.031349913,3.700439718,3.669089805,0.071335256,13
PBLD,2.52E-06,-0.031349913,3.700439718,3.669089805,0.078829791,13
ZNF597,3.10E-06,-0.031415414,4,3.968584586,0.066895879,16
ZNF594,1.35E-06,-0.031428571,2.807354922,2.775926351,0.089397073,7
PSEN2,2.71E-06,-0.031428571,3.807354922,3.775926351,0.065714286,14
AC239868.3,2.71E-06,-0.031428571,3.807354922,3.775926351,0.062531625,14
AC006504.5,2.71E-06,-0.031428571,3.807354922,3.775926351,0.065714286,14
GOLT1B,1.76E-05,-0.031440539,6.353948486,6.322507948,0.062120521,91
ZFP62,7.35E-06,-0.03146023,5.195295934,5.163835704,0.063824816,38
GTPBP6,4.76E-05,-0.031509926,7.480527755,7.449017829,0.058233792,246
UBAP1L,3.48E-06,-0.031530493,4.169925001,4.138394508,0.058372416,18
DHX30,2.79E-05,-0.031575249,6.895551564,6.863976315,0.062513544,144
CYP1B1-AS1,2.32E-06,-0.031666667,3.584962501,3.553295834,0.07339013,12
CDC42BPG,2.32E-06,-0.031666667,3.584962501,3.553295834,0.080605349,12
AC005837.1,2.32E-06,-0.031666667,3.584962501,3.553295834,0.077082207,12
ZNF426,1.18E-05,-0.031698756,5.832376682,5.800677926,0.059854252,61
FDXR,3.29E-06,-0.031764706,4.087462841,4.055698135,0.05481646,17
FIGNL1,3.29E-06,-0.031764706,4.087462841,4.055698135,0.059652976,17
RPAIN,4.55E-05,-0.031803228,7.441181787,7.409378558,0.055852966,235
GTF3C3,1.30E-05,-0.03181147,5.946686205,5.914874735,0.064641297,67
STARD10,1.28E-05,-0.03183914,5.942047339,5.910208199,0.061348018,66
ZNF2,2.52E-06,-0.031930596,3.700439718,3.668509122,0.079936105,13
RNF26,9.48E-06,-0.03195274,5.533077191,5.501124451,0.071749134,49
CLEC16A,9.68E-06,-0.031962708,5.56385619,5.531893482,0.064855883,50
GDPD1,2.71E-06,-0.031967777,3.807354922,3.775387145,0.06490926,14
CREB3,1.28E-05,-0.031986518,5.923181998,5.89119548,0.079551661,66
LINC00910,1.94E-06,-0.032,3.321928095,3.289928095,0.078587531,10
AC146944.4,1.94E-06,-0.032,3.321928095,3.289928095,0.088181631,10
AL359711.2,1.94E-06,-0.032,3.321928095,3.289928095,0.078587531,10
PRX,1.94E-06,-0.032,3.321928095,3.289928095,0.078587531,10
ZNF222,1.94E-06,-0.032,3.321928095,3.289928095,0.083522452,10
AL353708.1,1.94E-06,-0.032,3.321928095,3.289928095,0.078587531,10
SLC35F2,2.90E-06,-0.032,3.906890596,3.874890596,0.070855095,15
KNTC1,2.90E-06,-0.032,3.906890596,3.874890596,0.059985183,15
PCDH11Y,9.68E-07,-0.032,2.321928095,2.289928095,0.10851728,5
NUP210,6.10E-05,-0.03204586,7.721705152,7.689659292,0.055646576,315
ORC5,7.55E-06,-0.032124157,5.234120168,5.201996011,0.061074127,39
RCN2,3.89E-05,-0.032142139,7.261675261,7.229533122,0.064454748,201
FBF1,3.29E-06,-0.032208757,4.087462841,4.055254084,0.067743659,17
CBX8,3.48E-06,-0.032222222,4.169925001,4.137702779,0.055098117,18
CHTF18,2.32E-06,-0.03229574,3.584962501,3.552666761,0.072451872,12
PMP22,2.32E-06,-0.03229574,3.584962501,3.552666761,0.07618943,12
FXR2,1.45E-05,-0.032297947,6.095485357,6.06318741,0.071602968,75
CDAN1,2.52E-06,-0.032307692,3.700439718,3.668132026,0.069809546,13
DSEL,2.52E-06,-0.032307692,3.700439718,3.668132026,0.062662806,13
AL391069.2,2.52E-06,-0.032307692,3.700439718,3.668132026,0.066332496,13
AL022328.4,2.52E-06,-0.032307692,3.700439718,3.668132026,0.066332496,13
TSC1,1.66E-05,-0.032368362,6.263474057,6.231105695,0.071298939,86
DVL2,8.90E-06,-0.032404054,5.436605434,5.40420138,0.063087739,46
IGIP,3.10E-06,-0.0325,4,3.9675,0.060259854,16
AC004812.2,3.10E-06,-0.0325,4,3.9675,0.062799283,16
ACP6,3.10E-06,-0.0325,4,3.9675,0.057608593,16
MBOAT2,3.10E-06,-0.0325,4,3.9675,0.057608593,16
AL157392.5,3.10E-06,-0.0325,4,3.9675,0.057608593,16
ZNF691,3.10E-06,-0.0325,4,3.9675,0.057608593,16
RPL39L,3.10E-06,-0.0325,4,3.9675,0.057608593,16
RPS6KL1,1.55E-06,-0.0325,3,2.9675,0.084075859,8
CCDC138,2.90E-06,-0.032503258,3.906890596,3.874387337,0.064923396,15
CASTOR3,2.71E-06,-0.032506982,3.807354922,3.77484794,0.073020305,14
AC004865.2,7.74E-06,-0.032509775,5.271928095,5.23941832,0.065000357,40
ANKRD39,1.10E-05,-0.032537242,5.727626856,5.695089615,0.073135301,57
CHERP,1.97E-05,-0.032625693,6.476346911,6.443721218,0.071250837,102
PCBP4,3.48E-06,-0.032641604,4.169925001,4.137283397,0.058817459,18
PRSS36,2.13E-06,-0.032727273,3.459431619,3.426704346,0.078750574,11
TNKS1BP1,2.13E-06,-0.032727273,3.459431619,3.426704346,0.074434507,11
HIST2H2AB,2.13E-06,-0.032727273,3.459431619,3.426704346,0.074434507,11
ZBTB6,2.13E-06,-0.032727273,3.459431619,3.426704346,0.074434507,11
BTN2A1,2.34E-05,-0.032764264,6.681219539,6.648455274,0.065189892,121
ZFP69,2.71E-06,-0.032857143,3.807354922,3.774497779,0.069561308,14
AC010654.1,2.71E-06,-0.032857143,3.807354922,3.774497779,0.066562844,14
AL109741.1,2.71E-06,-0.032857143,3.807354922,3.774497779,0.06011893,14
PARPBP,2.71E-06,-0.032857143,3.807354922,3.774497779,0.06342278,14
SRP54,3.87E-05,-0.03287084,7.25875844,7.2258876,0.061974286,200
TRIM47,2.52E-06,-0.032888375,3.700439718,3.667551343,0.075498012,13
MED9,3.29E-06,-0.032941176,4.087462841,4.054521665,0.05782685,17
PPFIBP1,3.29E-06,-0.032941176,4.087462841,4.054521665,0.05782685,17
COMMD2,2.67E-05,-0.032956429,6.847654892,6.814698463,0.059602505,138
TEC,3.10E-06,-0.032971805,4,3.967028195,0.062117006,16
CCDC71L,1.34E-05,-0.033033455,5.992582428,5.959548973,0.066367589,69
ASPHD2,6.58E-06,-0.03309686,5.028639312,4.995542452,0.073058802,34
DHX34,7.74E-06,-0.033254888,5.271928095,5.238673207,0.069352903,40
PRELID2,1.16E-06,-0.033333333,2.584962501,2.551629167,0.1,6
CCDC17,2.32E-06,-0.033333333,3.584962501,3.551629167,0.066666667,12
LINC02099,2.32E-06,-0.033333333,3.584962501,3.551629167,0.070710678,12
ZNF219,2.32E-06,-0.033333333,3.584962501,3.551629167,0.070710678,12
FITM2,2.32E-06,-0.033333333,3.584962501,3.551629167,0.074535599,12
AL158212.2,2.32E-06,-0.033333333,3.584962501,3.551629167,0.070710678,12
H2AFY2,2.90E-06,-0.033333333,3.906890596,3.873557262,0.071492035,15
SOX12,2.90E-06,-0.033333333,3.906890596,3.873557262,0.066332496,15
AC024060.1,1.74E-06,-0.033333333,3.169925001,3.136591668,0.085346064,9
ELP5,1.72E-05,-0.033333991,6.309948178,6.276614187,0.069680687,89
CALCOCO1,2.34E-05,-0.033334698,6.697748465,6.664413766,0.064670568,121
CHKB,1.53E-05,-0.033335951,6.151882014,6.118546063,0.067201389,79
SENP1,7.55E-06,-0.033343359,5.234120168,5.200776809,0.054862752,39
AC016727.1,3.29E-06,-0.033385228,4.087462841,4.054077613,0.061806088,17
MKS1,3.29E-06,-0.033385228,4.087462841,4.054077613,0.059524582,17
PITPNC1,4.10E-05,-0.033404737,7.322075643,7.288670907,0.063813233,212
MYO18A,6.97E-06,-0.033406851,5.114369446,5.080962595,0.071534707,36
ZDHHC24,2.63E-05,-0.033407215,6.835516793,6.802109579,0.065831237,136
NLRP2,2.13E-06,-0.033413534,3.459431619,3.426018085,0.077725804,11
LINC02453,1.55E-06,-0.033443609,3,2.966556391,0.096380362,8
MRPL19,1.76E-05,-0.033446722,6.331970464,6.298523743,0.063095944,91
DUSP12,1.66E-05,-0.033448579,6.263474057,6.230025478,0.062790426,86
AMER1,2.52E-06,-0.033469058,3.700439718,3.66697066,0.077797684,13
CLPTM1,2.88E-05,-0.033475297,6.937289326,6.903814029,0.064014187,149
USP14,3.19E-05,-0.033481163,7.05414176,7.020660597,0.062059361,165
RABGGTA,1.84E-05,-0.033565939,6.393488371,6.359922433,0.067788459,95
RUSC1,1.24E-05,-0.033582391,5.875,5.841417609,0.068905411,64
NDUFAF5,7.55E-06,-0.033604782,5.234120168,5.200515386,0.072513855,39
CPT2,1.18E-05,-0.033628992,5.832376682,5.79874769,0.071369048,61
ZNF577,3.68E-06,-0.033684211,4.247927513,4.214243303,0.05342559,19
ADNP,3.35E-05,-0.033734772,7.0950046,7.061269829,0.057803382,173
RAB3A,3.10E-06,-0.03375,4,3.96625,0.063381287,16
ANGEL1,3.10E-06,-0.03375,4,3.96625,0.063381287,16
MORC3,4.63E-05,-0.03375584,7.45197889,7.41822305,0.050059963,239
ZBTB17,1.18E-05,-0.033826699,5.832376682,5.798549983,0.057817454,61
AC009309.1,2.90E-06,-0.033836592,3.906890596,3.873054004,0.065607713,15
CFAP298,3.21E-05,-0.033841072,7.052691389,7.018850317,0.063872371,166
PARP6,1.45E-05,-0.033845899,6.095485357,6.061639458,0.0590877,75
PFKM,2.52E-06,-0.033846154,3.700439718,3.666593564,0.070769231,13
AL645933.2,2.52E-06,-0.033846154,3.700439718,3.666593564,0.074038212,13
MYO7B,2.52E-06,-0.033846154,3.700439718,3.666593564,0.063730201,13
